Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
cat dry food,170,81.12,6.40,1.00,"Images, Review, Video, Featured Snippet"
healthy wet cat food,170,78.10,6.13,1.00,"Review, Video"
high protein dry cat food,170,71.39,5.92,1.00,"Review, Featured Snippet"
premium cat food brands,170,74.99,5.75,0.54,"Images, Video"
dehydrated cat food,170,77.24,5.26,1.00,"Review, Video"
what can cats eat besides cat food,170,74.99,5.20,0.34,"Video, Featured Snippet"
hairball control cat food,170,81.62,4.87,1.00,Review
merrick cat food coupons,170,71.48,4.73,0.90,Video
cat food review,170,70.13,4.61,0.67,"Review, Video"
dry vs wet cat food,170,81.15,4.58,0.28,Video
weight loss cat food,170,77.89,4.49,1.00,"Review, Video"
how much canned food to feed cat,170,82.60,4.44,0.14,"Review, Video, Featured Snippet"
natural balance canned cat food,170,82.71,4.35,1.00,"Images, Review, Video"
best food for diabetic cat,170,70.80,4.23,1.00,"Review, Video"
cat food coupons 2015,170,79.63,4.21,0.90,"Images, Review, Video"
cat food for older cats,170,78.84,3.97,1.00,Review
purina wet cat food,170,81.22,3.88,1.00,"Images, Review"
weight control cat food,170,76.43,3.58,0.98,"Review, Video"
cat food for urinary problems,170,72.72,3.55,1.00,"Review, Video, Featured Snippet"
urinary tract food for cats,170,75.61,3.55,1.00,Review
orijen cat food recall,170,68.47,3.52,0.44,"Review, Video"
compare cat food brands,170,75.41,3.22,0.39,"Review, Video"
best rated cat food,170,72.47,3.17,1.00,Review
buffalo blue cat food,170,81.80,3.15,1.00,Review
friskies indoor cat food,170,82.75,3.07,0.97,"Images, Review"
fancy feast wet cat food,170,79.53,3.05,1.00,"Images, Review, Video"
hills prescription cat food,170,78.87,3.03,1.00,Review
eukanuba cat food discontinued,170,61.12,3.00,0.69,Review
royal canin cat food recall,170,70.16,3.00,0.63,Review
best quality cat food,170,76.13,3.00,0.95,
low sodium cat food,170,72.76,2.93,1.00,Review
purina cat food review,170,75.29,2.92,0.69,"Review, Video"
compare cat food,170,74.52,2.88,0.62,"Review, Video"
halo cat food coupon,170,77.88,2.87,0.65,"Review, Video"
taste of the wild cat food recall,170,75.86,2.85,0.52,Review
what is the best dry cat food,170,78.25,2.82,1.00,Review
best cat wet food,170,79.20,2.71,0.95,"Review, Video"
so cat food,170,81.27,2.70,0.97,Review
best dry cat food brands,170,74.85,2.60,1.00,"Review, Video"
making your own cat food,170,76.28,2.58,0.10,Video
wellness grain free cat food,170,79.46,2.56,1.00,"Review, Video"
purina nf cat food,170,69.13,2.56,1.00,Review
cat urinary tract food,170,75.52,2.51,1.00,Review
blue buffalo dry cat food,170,81.75,2.45,1.00,"Review, Video"
cat food prices,170,90.28,2.42,1.00,Review
best cat food for hedgehogs,170,69.46,2.40,0.42,Video
toxic foods for cats,170,82.48,2.40,0.12,"Review, Video, Featured Snippet"
science diet canned cat food,170,82.94,2.37,1.00,"Review, Video"
uti cat food,170,74.78,2.36,1.00,Review
fancy feast cat food coupons,170,76.84,2.33,1.00,
nutrience cat food,170,64.88,2.33,0.82,"Images, Video"
wellness core cat food reviews,170,69.94,2.30,0.40,"Review, Video"
kidney cat food,170,73.16,2.26,1.00,Review
the honest kitchen cat food,170,71.33,2.26,0.98,"Review, Video"
how much dry food to feed cat,170,77.47,2.17,0.24,Video
best cat food for hairballs,170,81.30,2.14,1.00,Review
rachael ray cat food coupon,170,76.41,2.12,0.75,Review
pet pride cat food,170,69.15,2.04,0.89,"Images, Review"
can kittens eat cat food,170,77.34,14.81,0.59,"Video, Featured Snippet"
people food for cats,170,80.09,10.39,0.09,"Video, Featured Snippet"
science diet indoor cat food,170,85.00,1.95,1.00,"Images, Review, Video"
best cat food for cats,170,80.00,1.85,1.00,Video
discount cat food,170,79.88,1.82,1.00,Review
wd cat food,170,79.12,1.80,1.00,Review
blue cat food coupons,170,77.74,1.75,0.91,Review
natures variety cat food,170,79.00,1.75,1.00,"Site Links, Review, Video"
best cat dry food,170,77.46,1.74,1.00,Video
friskies special diet cat food,170,83.73,1.72,1.00,Review
royal canin renal cat food,170,73.87,1.72,1.00,Review
9 lives cat food coupons,170,74.84,1.71,0.78,Review
halo cat food recall,170,71.62,1.69,0.59,
merrick cat food review,170,75.65,1.61,0.45,"Review, Video"
royal canin renal lp cat food,170,78.89,1.60,1.00,Review
instinct raw cat food,170,71.92,1.58,1.00,"Review, Video"
blue freedom cat food,170,77.32,1.56,1.00,"Review, Video"
science diet cat food recall,170,74.11,1.47,0.43,Review
grreat choice cat food,170,77.36,1.43,0.80,"Review, Video"
hills cat food coupon,170,81.47,1.40,0.77,"Review, Video"
merrick cat food recall,170,72.05,1.37,0.69,
innova evo cat food,170,74.31,1.33,1.00,Review
weruva cat food recall,170,68.23,1.32,0.74,"Review, Video"
verus cat food,170,68.09,1.32,1.00,"Knowledge Graph, Images, Review, Video"
whiskers cat food,170,73.12,1.20,1.00,"Images, Review, Video"
weruva cat food reviews,170,68.94,1.18,0.80,"Review, Video"
purina one cat food coupons,170,78.71,1.17,0.95,"Review, Video"
cat food gravy,170,76.97,1.09,1.00,"Review, Video"
foods that are bad for cats,170,82.35,1.08,0.07,Video
sheba cat food recall,170,69.92,0.96,0.42,Review
cat food dish,170,80.85,0.94,1.00,"Images, Video"
life abundance cat food,170,56.29,0.92,0.84,"Review, Video"
automatic cat food feeder,170,76.17,0.89,1.00,"Review, Video"
purina one cat food reviews,170,79.21,0.79,0.48,"Review, Video"
automatic wet food cat feeder,170,75.66,0.78,1.00,"Review, Video"
automatic wet cat food feeder,170,76.73,0.76,1.00,"Review, Video"
first mate cat food,170,0.00,0.71,0.95,
food cats can t eat,170,81.91,0.67,0.06,Video
friskies cat food recall,170,78.82,0.52,0.58,Review
real food for healthy dogs and cats,170,72.40,0.35,0.81,"Review, Video"
cats throwing up food,170,80.58,0.01,0.40,"Review, Video"
racoon stealing cat food,170,79.80,0.00,0.00,"Images, Review, Video, Featured Video"
how much wet food should a cat eat,170,0.00,0.00,0.04,
foods bad for cats,170,80.79,0.00,0.07,Video
cat begging for food,170,82.99,0.00,0.00,"Images, Video"
cat food for dogs,170,78.34,0.00,0.26,"Video, Featured Snippet"
raccoon steals cat food vine,170,0.00,0.00,0.00,
can you feed a dog cat food,170,79.54,0.00,0.01,"Video, Featured Snippet"
cat chinese food,170,87.45,0.00,0.00,"Images, Review, Video"
cat food lyrics,170,79.16,0.00,0.01,Video
can you feed dogs cat food,170,79.80,0.00,0.00,"Video, Featured Snippet"
can dogs eat dry cat food,170,80.31,0.00,0.00,"Review, Featured Snippet"
healthy dry cat food,140,81.85,9.60,1.00,Review
cat food dry,140,80.79,9.32,1.00,"Images, Review, Video"
cats favorite food,140,80.59,7.20,0.14,"Images, Review, Video"
cat food allergy symptoms,140,77.93,6.96,0.44,"Video, Featured Snippet"
best cat food 2015,140,75.34,6.79,0.62,"Review, Video"
wet cat food brands,140,82.13,6.54,0.96,"Images, Video"
naturals cat food,140,75.19,5.93,0.99,"Images, Review, Video"
what food can cats eat,140,80.65,5.93,0.03,"Video, Featured Snippet"
high quality canned cat food,140,76.91,5.60,0.44,"Review, Video"
high protein wet cat food,140,75.64,5.58,1.00,Review
cat food delivery,140,59.80,5.38,0.77,"Review, Video"
natural balance wet cat food,140,80.58,5.34,1.00,"Images, Review"
premium dry cat food,140,78.52,5.10,0.63,"Images, Review"
low carb canned cat food,140,60.59,4.87,1.00,"Review, Video, Featured Snippet"
food for cats with allergies,140,75.91,4.56,1.00,"Review, Video, Featured Snippet"
natural balance dry cat food,140,79.36,4.42,1.00,Review
blue buffalo cat food ingredients,140,81.52,4.40,0.88,"Review, Featured Snippet"
how many cans of cat food per day,140,77.84,4.31,0.25,"Review, Video"
best can cat food,140,80.29,4.28,1.00,"Review, Video"
best cat food for cats that throw up,140,83.65,4.27,1.00,"Review, Video"
sheba cat food coupon,140,72.33,4.26,0.66,Video
soft dry cat food for older cats,140,83.49,4.19,1.00,"Review, Video, Featured Snippet"
natural balance lid cat food,140,78.31,3.98,1.00,Review
wet cat food ratings,140,69.21,3.96,0.83,"Review, Video"
natures recipe cat food,140,83.29,3.96,1.00,"Images, Review, Video"
cat food calories,140,65.56,3.86,0.35,"Review, Video"
best wet cat food for kittens,140,82.17,3.80,1.00,"Review, Video"
diabetic cat food brands,140,70.75,3.75,1.00,"Review, Video"
royal canin veterinary diet urinary so dry cat food,140,73.37,3.74,1.00,Review
freeze dried raw cat food,140,71.66,3.66,1.00,"Review, Video"
duck cat food,140,74.08,3.62,1.00,"Review, Video"
sensitive cat food,140,80.76,3.61,1.00,Review
fancy cat food,140,81.72,3.37,1.00,"Images, Review, Video"
wet or dry food for cats,140,80.31,3.34,0.23,"Video, Featured Snippet"
cat food made in usa,140,79.26,3.33,0.89,"Review, Video, Featured Snippet"
cat food urinary health,140,74.88,3.32,1.00,Review
purina ha cat food,140,69.60,3.32,1.00,Review
cat food for urinary tract health,140,76.04,3.26,1.00,Review
quality cat food,140,77.18,3.25,0.95,Review
frozen raw cat food,140,67.15,3.25,1.00,"Review, Video"
how much is cat food,140,84.31,3.22,0.96,"Review, Video"
hills id cat food,140,78.75,3.06,0.96,Review
purina cat food coupon,140,80.65,3.00,0.86,Review
blue buffalo grain free cat food,140,79.54,2.96,1.00,"Images, Review, Video"
cat food can,140,81.28,2.95,1.00,"Images, Review, Video"
soulistic cat food review,140,72.24,2.82,0.42,"Review, Video"
indigo moon cat food,140,63.00,2.82,0.97,"Images, Review"
natural instinct cat food,140,63.74,2.80,1.00,"Review, Video"
purina diabetic cat food,140,72.31,2.77,1.00,Review
food names for cats,140,76.73,2.73,0.17,
authority cat food review,140,71.43,2.71,0.62,"Review, Video"
nutro cat food coupons,140,74.57,2.71,0.86,Review
best brand of cat food,140,76.59,2.64,0.96,"Review, Video"
friskies canned cat food coupons,140,73.67,2.63,0.97,"Review, Video"
hill science diet cat food,140,85.69,2.58,1.00,"Review, Video"
royal canin dry cat food,140,77.08,2.57,1.00,"Images, Review, Video"
taste of the wild canned cat food,140,76.21,2.48,1.00,Review
newmans own cat food,140,77.54,2.45,1.00,"Review, Video"
cat throwing up undigested food,140,71.53,2.45,0.15,"Review, Featured Snippet"
almo nature cat food,140,68.23,2.45,1.00,"Review, Video"
science diet wet cat food,140,79.93,2.44,1.00,Review
4 health cat food,140,77.53,2.43,0.61,"Review, Video"
cat food urinary tract,140,73.88,2.42,1.00,Review
purina one dry cat food,140,83.55,2.37,1.00,"Images, Review"
low residue cat food,140,73.38,2.36,1.00,Review
royal canin cat food urinary,140,73.48,2.36,1.00,"Review, Video"
purina om cat food,140,74.44,2.35,1.00,Review
science diet light cat food,140,79.43,2.33,0.99,"Images, Review, Video"
origen cat food,140,78.52,2.33,0.98,"Review, Video"
fancy feast cat food reviews,140,78.17,2.29,0.65,"Review, Video"
best grain free canned cat food,140,78.70,2.27,1.00,"Review, Video"
cat raw food diet,140,70.15,2.27,0.68,"Review, Video"
friskies cat food reviews,140,77.88,2.22,0.45,"Review, Video"
zd cat food,140,81.74,2.21,1.00,Review
science diet prescription cat food,140,78.06,2.19,1.00,Review
wholesale cat food,140,68.47,2.18,0.99,"Review, Video"
hills zd cat food,140,79.39,2.16,1.00,"Review, Video"
purina one wet cat food,140,81.86,2.15,1.00,"Images, Review"
foods cats should not eat,140,82.16,2.10,0.03,"Video, Featured Snippet"
friskies cat food coupon,140,76.65,2.05,0.83,Review
purina pro plan cat food coupons,140,80.42,2.04,0.86,"Review, Video"
iams naturals cat food,140,84.69,2.04,1.00,"Images, Review, Video"
science diet dry cat food,140,86.32,2.00,1.00,"Images, Review"
fat cat food,140,71.41,1.98,0.73,"Images, Review, Video"
best cat food for urinary health,140,72.70,1.90,1.00,"Review, Video"
top cat food,140,76.11,1.87,0.98,"Images, Review, Video, Featured Snippet"
authority cat food reviews,140,71.18,1.85,0.63,"Review, Video"
refrigerated cat food,140,75.33,1.84,0.93,"Images, Review, Video"
best diet cat food,140,80.96,1.80,1.00,Video
how much wet cat food per day,140,0.00,1.78,0.33,
blue buffalo freedom cat food,140,78.19,1.77,1.00,"Images, Review"
best grain free wet cat food,140,79.46,1.76,1.00,"Review, Video"
can you feed a cat dog food,140,80.20,1.75,0.02,"Video, Featured Snippet"
ad cat food,140,78.10,1.75,1.00,"Images, Review, Video"
cat food for hedgehogs,140,69.89,1.73,0.41,"Video, Featured Snippet"
best affordable cat food,140,77.47,1.70,0.95,"Review, Video"
friskies special diet canned cat food,140,85.43,1.69,1.00,Review
tiki cat food reviews,140,0.00,1.55,0.98,
cat food purina,140,80.33,1.52,1.00,"Images, Review"
how much food does a cat need,140,80.41,1.51,0.15,"Video, Featured Snippet"
party animal cat food,140,58.87,1.51,1.00,Review
iams weight control cat food,140,82.22,1.47,1.00,"Review, Video"
homemade food for cats,140,71.69,1.28,0.27,"Video, Featured Snippet"
purina beyond cat food coupon,140,82.61,1.24,0.79,Review
beneful cat food,140,81.61,1.24,1.00,"Images, Review, Video"
purina naturals cat food recall,140,79.80,1.23,0.34,Review
best cat food for senior cats,140,80.72,1.23,1.00,Review
blue buffalo cat food coupons,140,79.70,1.21,0.84,"Review, Video"
purina healthy weight cat food,140,85.04,1.19,0.94,"Images, Review, Video"
science diet cat food coupon,140,81.57,1.18,0.77,"Review, Video"
best dry cat food for urinary health,140,74.29,1.14,1.00,"Review, Video"
aldi cat food,140,72.96,1.12,0.27,"Review, Video"
purina naturals cat food review,140,77.75,1.10,0.54,"Images, Review"
paws cat food,140,71.08,1.10,0.97,"Images, Review, Video"
instinct cat food recall,140,73.14,1.02,0.53,Review
best wet cat food for urinary health,140,68.76,1.00,1.00,"Review, Video"
fancy feast cat food recall,140,74.68,0.98,0.68,Review
food puzzles for cats,140,73.11,0.92,0.93,"Images, Review, Video"
acana cat food reviews,140,61.27,0.77,0.90,"Review, Video"
purina one cat food recall,140,79.99,0.74,0.49,Review
best premium cat food,140,76.45,0.65,0.61,"Review, Video"
taurine in cat food,140,65.35,0.13,0.13,"Review, Video, Featured Snippet"
cat food meme,140,0.00,0.00,0.02,
is it bad for cats to eat dog food,140,86.15,0.00,0.08,Video
can dog eat cat food,140,76.25,0.00,0.01,"Video, Featured Snippet"
make cat food,140,70.78,0.00,0.29,"Review, Video"
cat wont eat dry food,140,0.00,0.00,0.01,
raccoon takes cat food,140,75.93,0.00,0.00,"Video, Featured Video"
human food that cats can eat,140,79.75,0.00,0.03,"Video, Featured Snippet"
can my dog eat cat food,140,80.00,0.00,0.00,"Video, Featured Snippet"
can you feed cats dog food,140,81.45,0.00,0.01,"Video, Featured Snippet"
changing cat food,140,79.05,0.00,0.10,Featured Snippet
can rabbits eat cat food,140,68.92,0.00,0.00,"Review, Video"
is wet food bad for cats,140,79.23,0.00,0.02,"Review, Video"
eating cat food,140,89.28,0.00,0.12,"Images, Review, Video"
can kittens eat adult cat food,110,72.10,9.70,0.48,Featured Snippet
cat allergic to food,110,77.63,9.17,0.40,"Images, Review, Video, Featured Snippet"
cat food for kittens,110,79.78,8.57,1.00,"Images, Review"
homemade wet cat food,110,71.97,8.35,0.40,"Review, Video"
dry cat food ratings,110,71.86,6.58,0.99,Review
cat food for cats with allergies,110,77.64,6.40,1.00,Review
high protein cat food dry,110,72.57,6.39,1.00,"Review, Featured Snippet"
nature cat food,110,68.30,6.24,1.00,"Images, Review, Video"
healthiest cat foods,110,78.72,6.13,0.68,"Review, Featured Snippet"
cat food grain free,110,75.66,5.99,1.00,"Images, Review, Video"
hypoallergenic cat food brands,110,78.54,5.95,1.00,"Images, Review, Video"
dry food for cats,110,78.39,5.90,1.00,"Images, Review, Video, Featured Snippet"
proplan cat food,110,83.73,5.44,1.00,Review
cat food analysis,110,65.69,5.11,0.69,Review
purina pro plan wet cat food,110,77.63,5.07,1.00,Review
cat food for constipation,110,68.96,4.77,1.00,"Review, Video"
simply nourish cat food coupons,110,73.97,4.74,0.65,Review
what is the healthiest cat food,110,77.48,4.74,0.89,"Review, Featured Snippet"
healthy food for cats,110,81.35,4.68,0.92,"Review, Video, Featured Snippet"
buy cat food online,110,76.18,4.67,1.00,"Review, Video"
purina canned cat food,110,82.02,4.64,1.00,"Images, Review"
what is chicken meal in cat food,110,74.61,4.57,0.39,"Review, Featured Snippet"
petco cat food brands,110,82.43,4.51,0.90,Review
quality canned cat food,110,76.77,4.49,0.46,"Review, Video"
cat diet food,110,82.18,4.48,1.00,"Images, Review"
orijen cat food store locator,110,79.38,4.39,0.82,"Review, Video"
wellness core canned cat food,110,72.64,4.33,1.00,"Review, Video"
kitten food vs cat food,110,77.15,4.20,0.28,"Review, Video"
how much cat food,110,78.85,4.05,0.53,"Review, Video, Featured Snippet"
how much does cat food cost,110,80.15,3.95,0.75,Review
what do cats eat besides cat food,110,76.23,3.89,0.48,"Video, Featured Snippet"
food for cats with kidney disease,110,71.34,3.78,1.00,Review
fresh cat food,110,70.23,3.74,1.00,"Images, Review, Video"
types of cat food,110,82.27,3.71,0.78,Images
wet or dry cat food,110,80.44,3.71,0.25,Video
rad cat raw food,110,68.20,3.71,0.62,"Review, Video"
baby cat food,110,82.59,3.69,0.98,"Images, Review, Video"
weight management cat food,110,76.49,3.68,0.85,"Images, Review"
wellness brand cat food,110,74.40,3.59,1.00,"Review, Video"
cheapest cat food,110,82.22,3.58,1.00,"Review, Video, Featured Snippet"
wellness core indoor cat food,110,73.76,3.57,0.98,"Images, Review, Video"
cat food sale,110,85.02,3.55,1.00,"Review, Video"
what is the best wet cat food,110,77.94,3.54,1.00,"Review, Video"
cat threw up food,110,79.61,3.53,0.15,"Review, Video"
cat food names,110,78.06,3.52,0.81,Images
diabetic cat food list,110,67.16,3.51,1.00,"Review, Video"
cat food without carrageenan,110,0.00,3.37,0.95,
cat food urinary tract health,110,76.06,3.36,1.00,Review
purina cat foods,110,82.55,3.29,1.00,"Images, Site Links, Review, Video"
cat food for urinary tract,110,73.77,3.21,0.99,Review
low carb wet cat food,110,62.10,3.16,1.00,Review
wild cat food,110,73.79,3.15,1.00,"Images, Review"
purina naturals cat food reviews,110,76.96,3.12,0.71,"Review, Video"
wellness core grain free cat food,110,80.51,3.07,1.00,"Review, Video"
innova evo dry cat food,110,68.99,3.04,1.00,"Images, Review"
pinnacle cat food,110,68.18,3.03,1.00,Review
why is my cat throwing up food,110,79.68,3.02,0.27,"Review, Video"
recommended cat food,110,77.28,3.01,0.85,Review
soft cat food for older cats,110,83.11,3.01,1.00,Review
weruva canned cat food,110,78.11,2.98,1.00,"Review, Video"
chicken free cat food,110,69.92,2.97,1.00,Review
hill cat food,110,86.92,2.93,1.00,"Images, Site Links, Review, Video"
